-637,-5,799
-638,-7,796
-641,-5,798
-639,-8,798
-638,-4,798
-640,-7,796
-641,-3,799
-641,-9,800
-642,-5,799
-645,-7,801
-640,-2,796
-642,-7,798
-640,-4,796
-637,-2,798
-643,-10,796
-643,-5,800
-640,-6,796
-635,-4,797
-642,-5,796
-642,-5,796
-635,0,797
-643,-5,797
-638,-8,798
-641,-6,797
-640,-3,799
-638,-2,798
-638,-4,797
-642,-4,799
-643,-7,795
-640,-7,796
-638,-3,800
-640,-3,796
-635,-6,797
-643,-5,799
-640,-6,800
-640,-3,794
-640,-2,797
-643,-2,800
-640,-6,799
-643,-2,799
-639,-2,797
-640,-3,800
-640,-7,798
-638,-5,798
-638,-7,797
-642,-5,796
-638,-4,798
-643,-2,800
-645,-5,797
-640,-4,801
-641,-2,799
-643,-5,796
-638,-3,795
-640,-4,798
-644,-6,796
-643,-5,799
-638,-4,799
-640,-2,796
-636,-5,798
-637,-7,799
-640,-6,795
-642,-7,800
-638,-5,798
-642,-5,794
-644,-1,794
-644,-5,800
-638,-9,797
-638,-4,797
-639,1,797
-642,-5,795
-641,-3,800
-641,-7,798
-640,-5,796
-641,-4,799
-640,-6,795
-635,-6,798
-640,-10,800
-639,-1,799
-638,-1,796
-640,-4,800
-637,0,798
-642,-2,796
-638,-3,795
-638,-3,798
-639,-3,799
-637,-3,797
-637,-3,799
-638,-10,796
-640,0,795
-642,-7,796
-643,-4,796
-635,-8,795
-638,-4,796
-637,-9,797
-639,-2,796
-638,-1,798
-644,-2,798
-639,-6,801
-641,-4,797
-638,-2,799
-642,-2,798
-639,-7,796
-639,-5,799
-637,-7,796
-644,-6,797
-642,-8,797
-639,3,797
-640,-2,798
-641,-2,801
-637,-5,797
-640,-6,797
-641,-4,798
-639,-6,799
-643,-6,798
-638,-5,800
-641,-10,797
-638,-2,802
-641,-8,796
-640,-8,797
-640,-5,797
-641,-2,797
-639,-8,797
-639,-6,800
-642,-6,799
-640,-6,798
-640,-4,798
-637,-9,796
-643,-2,794
-641,-5,797
-638,-7,799
-640,-3,798
-635,-5,802
-638,-5,797
-642,-7,796
-637,-8,800
-638,-3,801
-638,-4,798
-641,-6,798
-641,-1,797
-640,-8,795
-642,-3,797
-639,-6,794
-638,-7,802
-638,-5,799
-642,-4,799
-637,-7,799
-640,-6,798
-642,-3,800
-640,-4,797
-639,-7,799
-640,-4,796
-639,-5,798
-641,-4,799
-641,-6,799
-635,0,795
-639,-3,795
-642,-7,798
-638,-5,802
-639,-4,796
-639,-4,797
-637,-5,800
-643,-4,796
-640,-3,799
-638,-5,798
-638,-8,798
-638,0,798
-639,-3,798
-642,-2,794
-640,-3,794
-637,-6,798
-639,-5,797
-639,-5,796
-638,-4,797
-639,-13,797
-638,-2,797
-637,-1,800
-641,-2,795
-642,-5,800
-641,-5,799
-639,-4,799
-640,-1,799
-637,-6,796
-642,-4,796
-640,-4,800
-643,-2,798
-639,-5,796
-640,-3,798
-641,-8,797
-642,-3,795
-642,-3,798
-643,-8,798
-639,-2,798
-637,-8,798
-640,-6,797
-640,-7,798
-642,-3,794
-645,-5,797
-639,-6,797
-643,-2,796
-636,-8,797
-641,-7,796
-642,-7,796
-640,-4,796
-640,-5,799
-641,-3,797
-642,-7,798
-637,-3,799
-638,-1,798
-638,-3,796
-637,-5,799
-641,-5,797
-639,-1,796
-640,-1,794
-640,-2,798
-638,-7,796
-640,-5,797
-640,-2,794
-638,-3,795
-640,-3,799
-641,-7,794
-639,-5,795
-644,-1,799
-639,-6,794
-643,-3,801
-639,-5,797
-644,-7,799
-639,-3,796
-638,-5,797
-637,-8,798
-642,-2,799
-642,0,798
-643,-4,801
-640,-8,799
-639,-11,798
-636,0,798
-639,-3,799
-641,-2,795
-638,-1,799
-639,-5,793
-639,-4,798
-642,-6,801
-638,-6,798
-642,-7,796
-639,-6,800
-638,-1,800
-638,-5,801
-641,-8,799
-642,-11,797
-641,-3,798
-640,-9,798
-641,-6,795
-643,-4,799
-641,-7,795
-641,-5,798
-640,-4,795
-640,-5,797
-639,-7,796
-642,-8,797
-640,-8,798
-640,-6,800
-636,-4,798
-639,-6,798
-640,-5,793
-640,-3,796
-641,-3,795
-640,-4,799
-637,-4,798
-637,-5,797
-640,-7,799
-641,-7,796
-638,-4,797
-637,-9,799
-641,-4,798
-639,0,798
-637,-5,799
-639,-6,797
-640,-2,795
-639,-7,802
-643,-1,799
-640,-8,797
-641,-7,797
-643,-7,800
-640,-4,797
-640,-3,798
-639,-4,797
-638,-5,796
-640,-3,797
-638,-7,797
-637,-6,799
-640,-3,800
-638,-6,797
-641,-4,797
-641,-3,795
-642,-1,797
-641,-4,798
-641,-5,799
-644,-3,796
-642,-2,798
-639,-6,798
-641,-2,798
-639,-2,798
-639,0,797
-640,-4,800
-642,-6,799
-640,-8,802
-642,-5,796
-638,-7,798
-637,-2,794
-638,-3,799
-639,0,796
-638,-4,800
-640,-3,795
-641,-3,795
-643,-1,797
-640,-4,798
-637,-3,798
-640,-5,800
-640,-6,799
-639,-5,797
-644,-6,798
-639,-5,799
-638,-1,797
-640,-9,796
-643,-5,800
-640,-6,798
-640,-8,798
-640,-6,795
-641,-2,801
-643,-5,801
-637,-3,798
-640,-3,798
-640,-6,797
-637,-4,797
-640,-5,798
-638,-3,795
-637,-1,796
-639,-1,796
-642,-5,799
-636,-5,799
-643,-6,797
-643,-5,796
-640,-6,797
-641,-2,798
-640,-3,798
-639,-4,796
-640,-8,800
-639,-5,798
-642,-2,795
-641,-2,796
-642,-7,795
-637,-4,797
-638,-6,798
-639,-9,800
-638,-6,797
-645,-9,798
-641,-2,798
-638,-2,798
-642,0,800
-640,-6,796
-643,-6,797
-643,-1,795
-641,-5,798
-638,1,795
-638,-5,799
-638,-3,796
-642,-5,796
-639,-3,794
-643,-5,796
-639,-4,797
-642,-4,800
-640,-6,798
-641,-3,798
-643,-7,800
-640,0,798
-639,-7,798
-637,-5,798
-641,-7,796
-641,-1,799
-638,-2,799
-644,-8,797
-641,-1,796
-639,-7,795
-642,-7,798
-641,-7,795
-641,-5,796
-643,-7,799
-639,-4,794
-640,-4,798
-641,-3,793
-641,-5,799
-641,-8,800
-640,-8,796
-641,-3,799
-641,1,797
-639,-4,797
-638,-9,800
-638,-6,798
-641,-3,798
-643,-3,798
-638,-4,798
-640,-6,800
-638,0,797
-642,-3,795
-639,-4,797
-639,-1,796
-638,-4,797
-641,-3,798
-640,-5,797
-642,-4,796
-641,-5,798
-641,-7,796
-642,-6,798
-639,-4,797
-638,-6,797
-640,-8,799
-639,-1,797
-640,-5,799
-638,-8,799
-640,-6,800
-639,-3,794
-637,-3,799
-638,0,798
-642,-4,796
-640,-4,802
-639,-4,800
-639,-3,797
-639,-4,796
-640,-2,798
-642,-6,796
-637,-4,797
-636,-6,796
-640,-7,800
-641,-4,793
-643,-3,796
-641,-4,800
-640,-6,797
-638,-4,797
-643,-8,797
-642,-2,795
-638,-6,798
-639,-5,796
-642,-3,797
-636,0,796
-639,-1,797
-640,-4,798
-637,-2,797
-640,-2,798
-638,-5,798
-640,-7,798
-640,-7,798
-640,-6,796
-639,-4,797
-638,-7,800
-640,-5,795
-642,-5,797
-640,-6,798
-639,-5,803
-636,-7,796
-639,-1,797
-642,-6,798
-639,-7,799
-639,-9,799
-637,-4,798
-641,-3,798
-639,-8,796
-638,-3,801
-638,-6,796
-641,-1,799
-636,-4,797
-637,-7,799
-646,-4,795
-644,-5,794
-640,-6,797
-636,-7,797
-640,-4,797
-640,-3,800
-638,-4,795
-646,0,799
-641,-8,797
-640,-2,797
-639,-8,797
-640,-9,800
-638,-4,799
-639,-2,795
-640,-1,798
-644,-5,795
-638,-2,798
-640,-5,797
-640,-8,799
-644,-4,795
-638,0,796
-637,-1,793
-641,-8,799
-640,-5,797
-639,-2,796
-642,-4,799
-642,-8,801
-642,-5,800
-639,-7,797
-640,0,796
-640,-5,799
-640,-8,800
-640,-4,793
-637,-7,796
-637,-9,797
-641,-7,801
-638,-5,795
-644,-10,799
-637,-9,800
-641,-5,796
-643,-7,797
-641,0,798
-640,-4,800
-640,-8,798
-639,-5,800
-637,-9,795
-642,-4,799
-643,-6,794
-638,-5,797
-642,-8,795
-638,-6,798
-638,0,799
-639,-7,796
-641,-7,796
-639,-4,798
-641,-4,798
-638,-4,797
-645,-4,798
-638,-3,797
-637,-8,796
-643,-6,798
-638,-7,798
-640,-7,795
-637,-3,802
-638,-4,799
-638,-3,801
-638,-1,798
-638,-5,798
-639,-4,797
-638,-6,798
-640,-6,796
-640,-7,799
-638,-6,798
-639,-9,798
-640,-2,798
-640,-7,797
-637,-6,800
-639,-5,803
-641,-7,794
-643,-5,799
-641,-6,795
-637,-4,799
-640,-2,797
-640,-6,798
-643,-2,795
-637,-6,795
-637,-3,797
-640,-2,798
-637,-5,799
-639,-3,801
-641,1,797
-639,-3,797
-639,-5,798
-640,-5,799
-637,-4,796
-643,-2,797
-638,-3,799
-644,-4,799
-636,-1,797
-639,-7,796
-642,-4,796
-641,-9,798
-640,-7,795
-638,-6,798
-637,-5,796
-639,-5,797
-640,-8,798
-639,-4,798
-640,-10,797
-642,-2,799
-640,-3,795
-639,-4,798
-643,-3,801
-640,-4,798
-638,-4,800
-642,-4,799
-639,-3,799
-640,-6,796
-643,-4,799
-640,-8,799
-643,-6,798
-638,-3,799
-637,-6,794
-639,-5,798
-642,-6,798
-638,-5,796
-639,0,798
-639,-1,798
-640,-3,800
-639,-3,798
-638,-3,797
-636,-5,798
-635,-4,798
-641,-2,797
-639,-6,799
-643,-4,799
-641,-5,797
-636,-3,797
-642,-4,800
-644,-7,797
-644,-6,794
-639,-2,799
-637,-6,798
-642,-3,801
-640,-2,793
-639,-4,800
-641,-5,798
-638,-3,796
-640,-2,796
-639,-8,794
-642,-5,800
-642,-9,796
-641,-2,797
-641,-4,798
-638,-8,799
-637,-6,796
-638,-2,799
-641,-3,796
-639,-3,797
-640,-2,799
-637,-3,798
-644,-9,798
